Cafe Name,Time of Day,Estimated Speaker Age,Speaker Gender,Listener 1 Age,Listener1 Gender,Listener 2 Age,Listener 2 Gender,"Content Words (one word, not phrases)",Theme/Topic,"Formality (Informal, Neutral, Formal)",opt: clothing,opt: orders,opt: occupation,opt: native speaker?,Other notable details,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Santa Monica,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,consulting,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,work,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,cheaper,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Silicon Valley,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,random,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,young,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,adults,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,game,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,LA,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Capetown,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,babies,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,brothers,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,marriage,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,emotional,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,graduation,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,baby,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,trip,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,American,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,months,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,creepy,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,dying,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,freaky,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,jinxing,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,seventy,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,remodelling,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,New York Times,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,circus,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,weekend,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,reopening,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,investigation,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,careless,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,case,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,laptop,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,high-speed,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,stupid,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,criminal,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,lazy,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,worried,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,high-gear,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Trump,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,media,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,figurehead,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,unicorn,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,non-profits,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,local,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,heuristics,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Congress,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,seat covers,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,puppy,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,toys,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,stuffed,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,animal,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Peet's Coffee & Tea,16:45,60,Female,55,Female,N/A,N/A,Oregon,"Holiday, politics, family life",casual,classy look: sweaters,Latte,N/A,Yes,Younger woman critical of Hillary email scandal,,,,,,,,,,
Coupa,5:15,40s,female,40s,female,N/A,N/A,car,Family,informal,,,,,,,,,,,,,,,
Coupa,5:15,40s,female,40s,female,N/A,N/A,school,Family,informal,,,,,,,,,,,,,,,
Coupa,5:15,40s,female,40s,female,N/A,N/A,morning,Family,informal,,,,,,,,,,,,,,,
Coupa,5:15,40s,female,40s,female,N/A,N/A,commute,Family,informal,,,,,,,,,,,,,,,
Coupa,5:15,40s,female,40s,female,N/A,N/A,work,Family,informal,,,,,,,,,,,,,,,
Coupa,5:15,40s,female,40s,female,N/A,N/A,sons,Family,informal,,,,,,,,,,,,,,,
Coupa,5:15,40s,female,40s,female,N/A,N/A,daughter,Family,informal,,,,,,,,,,,,,,,
Coupa,5:15,40s,female,40s,female,N/A,N/A,games,Family,informal,,,,,,,,,,,,,,,
Coupa,5:15,40s,female,40s,female,N/A,N/A,weekends,Family,informal,,,,,,,,,,,,,,,
Coupa Café (Lytton St.),1:00,40,Female,80,Female,,,Facebook,family,informal,,,,,,,,,,,,,,,
Coupa Café (Lytton St.),1:00,40,Female,80,Female,,,video,family,informal,,,,,,,,,,,,,,,
Coupa Café (Lytton St.),1:15,40,Female,12,Female,,,Netflix,family,informal,,,,,,,,,,,,,,,
Coupa Café (Lytton St.),1:15,40,Female,12,Female,,,iPad,family,informal,,,,,,,,,,,,,,,
Coupa Café (Lytton St.),1:30,12,Female,40,Female,,,app,family,informal,,,,,,,,,,,,,,,
Coupa Café (Lytton St.),1:30,12,Female,40,Female,,,reinstall,family,informal,,,,,,,,,,,,,,,
Philz (Forest Avenue),2:01 PM,Early 20s,Female,Early 20s,Male,,,Board games,Family,Informal,,,,,,,,,,,,,,,
Philz (Forest Avenue),2:01 PM,Early 20s,Female,Early 20s,Male,,,Baby,Family,Informal,,,,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Rob,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Unshackled,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Murder,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Cops,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Mom,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Wife,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Alzheimers,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Son,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,House,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Biological,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Mother,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Children,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Clueless,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Advantage,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Lawyer,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Will,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Money,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Memorial,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Grandfather,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,World,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,War,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Boat,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Arizona,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Visit,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Grumpy,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Call,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Birthday,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Tahoe,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,New Mexico,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Philz,3:00 - 7:00 PM,30,Male,30,Female,N/A,N/A,Cold,Family,Informal,"T shirt, plaid shirt, both in jeans",Coffees,Unknown,,,,,,,,,,,,
Starbucks,3:00 PM,7,Female,45,Female,10,Male,drive,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:00 PM,7,Female,45,Female,10,Male,car,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:00 PM,7,Female,45,Female,10,Male,adventure,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:00 PM,7,Female,45,Female,10,Male,explore,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:00 PM,7,Female,45,Female,10,Male,plane,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:00 PM,10,Male,45,Female,7,Female,no,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:00 PM,10,Male,45,Female,7,Female,play,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:10 PM,10,Male,45,Female,7,Female,football,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:10 PM,10,Male,45,Female,7,Female,mum,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:10 PM,10,Male,45,Female,7,Female,ok,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:10 PM,45,Female,10,Male,7,Female,school,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:10 PM,45,Female,10,Male,7,Female,friends,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:10 PM,45,Female,10,Male,7,Female,playdate,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:20 PM,45,Female,10,Male,7,Female,no,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:20 PM,45,Female,10,Male,7,Female,homework,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:20 PM,45,Female,10,Male,7,Female,karate,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:20 PM,45,Female,10,Male,7,Female,practice,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:20 PM,10,Male,45,Female,7,Female,no,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:20 PM,10,Male,45,Female,7,Female,soccer,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:20 PM,10,Male,45,Female,7,Female,friends,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:30 PM,10,Male,45,Female,7,Female,adam,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:30 PM,10,Male,45,Female,7,Female,park,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,home,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,eat,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,breakfast,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,lunch,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,pasta,Family outing,Casual,,,Yes,,,,,,,,,,,,
Starbucks,3:30 PM,7,Female,45,Female,10,Male,shrimp,Family outing,Casual,,,Yes,,,,,,,,,,,,
Fraîche,10:15,35,Female,30,Female,,,Au Pair,family,Neutral,,,,,,,,,,,,,,,
Fraîche,10:15,35,Female,30,Female,,,school,family,Neutral,,,,,,,,,,,,,,,
Coho,5:00 PM,40,M,50,M,,,comadre(relative),family,informal,work uniform,blue collar worker,no,Hispanic,,,,,,,,,,,